time_index,time_days,square_id,PRo
18,9.0,14,0.009521484375
18,9.0,15,0.003662109375
18,9.0,16,0.0164794921875
19,9.5,1,0.0069580078125
19,9.5,2,0.00750732421875
19,9.5,3,0.00390625
19,9.5,4,0.01025390625
19,9.5,5,0.02569580078125
19,9.5,6,0.00665283203125
19,9.5,7,0.0
19,9.5,8,0.0179443359375
19,9.5,9,0.01983642578125
19,9.5,10,0.0
19,9.5,11,0.0
19,9.5,12,0.0
19,9.5,13,0.03662109375
19,9.5,14,0.0074462890625
19,9.5,15,0.0108642578125
19,9.5,16,0.01763916015625
20,10.0,1,0.011474609375
20,10.0,2,6.103515625e-05
20,10.0,3,0.0
20,10.0,4,0.0
20,10.0,5,0.0198974609375
20,10.0,6,0.00274658203125
20,10.0,7,0.0
20,10.0,8,0.01318359375
20,10.0,9,0.01611328125
20,10.0,10,0.0
20,10.0,11,0.0
20,10.0,12,0.0006103515625
20,10.0,13,0.02520751953125
20,10.0,14,0.00396728515625
20,10.0,15,0.009033203125
20,10.0,16,0.02117919921875
21,10.5,1,0.0245361328125
21,10.5,2,0.0
21,10.5,3,0.002685546875
21,10.5,4,0.0047607421875
21,10.5,5,0.01861572265625
21,10.5,6,0.003662109375
21,10.5,7,0.0
21,10.5,8,0.0189208984375
21,10.5,9,0.0201416015625
21,10.5,10,0.0
21,10.5,11,0.0
21,10.5,12,0.001708984375
21,10.5,13,0.0460205078125
21,10.5,14,0.01434326171875
21,10.5,15,0.0162353515625
21,10.5,16,0.02001953125
22,11.0,1,0.01904296875
22,11.0,2,6.103515625e-05
22,11.0,3,0.00152587890625
22,11.0,4,0.0059814453125
22,11.0,5,0.01080322265625
22,11.0,6,0.01055908203125
22,11.0,7,0.0
22,11.0,8,0.0146484375
22,11.0,9,0.017578125
22,11.0,10,0.0
22,11.0,11,0.0
22,11.0,12,0.0009765625
22,11.0,13,0.02423095703125
22,11.0,14,0.003173828125
22,11.0,15,0.01806640625
22,11.0,16,0.01678466796875
23,11.5,1,0.0211181640625
23,11.5,2,6.103515625e-05
23,11.5,3,0.0
23,11.5,4,0.0
23,11.5,5,0.0098876953125
23,11.5,6,0.0015869140625
23,11.5,7,0.0
23,11.5,8,0.01361083984375
23,11.5,9,0.0146484375
23,11.5,10,0.0
23,11.5,11,0.0
23,11.5,12,0.0006103515625
23,11.5,13,0.03515625
23,11.5,14,0.0093994140625
23,11.5,15,0.02294921875
23,11.5,16,0.016357421875
24,12.0,1,0.0299072265625
24,12.0,2,0.0
24,12.0,3,0.0
24,12.0,4,0.00372314453125
24,12.0,5,0.00347900390625
24,12.0,6,0.00982666015625
24,12.0,7,0.0
24,12.0,8,0.01202392578125
24,12.0,9,0.0126953125
24,12.0,10,0.0
24,12.0,11,0.0
24,12.0,12,0.00164794921875
24,12.0,13,0.0391845703125
24,12.0,14,0.0135498046875
24,12.0,15,0.0252685546875
24,12.0,16,0.02081298828125
25,12.5,1,0.0347900390625
25,12.5,2,0.00201416015625
25,12.5,3,0.0001220703125
25,12.5,4,0.002685546875
25,12.5,5,0.0
25,12.5,6,0.0130615234375
25,12.5,7,0.0
25,12.5,8,0.0
25,12.5,9,0.00421142578125
25,12.5,10,0.0
25,12.5,11,0.0015869140625
25,12.5,12,0.0
25,12.5,13,0.034912109375
25,12.5,14,0.01611328125
25,12.5,15,0.029296875
25,12.5,16,0.02734375
26,13.0,1,0.04266357421875
26,13.0,2,0.00189208984375
26,13.0,3,0.0
26,13.0,4,0.0
26,13.0,5,0.00067138671875
26,13.0,6,0.0098876953125
26,13.0,7,0.0
26,13.0,8,0.00299072265625
26,13.0,9,0.00030517578125
26,13.0,10,0.0
26,13.0,11,0.0001220703125
26,13.0,12,0.0
26,13.0,13,0.03515625
26,13.0,14,0.01763916015625
26,13.0,15,0.03228759765625
26,13.0,16,0.02703857421875
27,13.5,1,0.0521240234375
27,13.5,2,0.0
27,13.5,3,0.0
27,13.5,4,0.0
27,13.5,5,0.001953125
27,13.5,6,0.02850341796875
27,13.5,7,0.0
27,13.5,8,0.0
27,13.5,9,0.0
27,13.5,10,0.0
27,13.5,11,0.0015869140625
27,13.5,12,6.103515625e-05
27,13.5,13,0.0313720703125
27,13.5,14,0.0054931640625
27,13.5,15,0.0291748046875
27,13.5,16,0.024169921875
