TITLE="5runs_phase_avg_adim_subtracted_mean" 
Variables="x/c","y/c","z/c","u'/Udeb","v'/Udeb","w'/Udeb"
ZONE T="10", I=289, J=214, SOLUTIONTIME=0.200000
0.12003 -1.636678 0.7 0.0 -0.0 0.0
0.1266980000000001 -1.636678 0.7 0.0 -0.0 0.0
0.13336600000000004 -1.636678 0.7 0.0 -0.0 0.0
0.140034 -1.636678 0.7 0.0 -0.0 0.0
0.14670200000000008 -1.636678 0.7 0.0 -0.0 0.0
0.15337000000000003 -1.636678 0.7 0.0 -0.0 0.0
0.16003799999999999 -1.636678 0.7 0.0 -0.0 0.0
0.166708 -1.636678 0.7 0.0 -0.0 0.0
0.17337600000000009 -1.636678 0.7 0.0 -0.0 0.0
0.18004400000000004 -1.636678 0.7 0.0 -0.0 0.0
0.186712 -1.636678 0.7 0.0 -0.0 0.0
0.19338000000000008 -1.636678 0.7 0.0 -0.0 0.0
0.20004800000000003 -1.636678 0.7 0.0 -0.0 0.0
0.20671599999999998 -1.636678 0.7 0.0 -0.0 0.0
0.213386 -1.636678 0.7 0.0 -0.0 0.0
0.22005400000000008 -1.636678 0.7 0.0 -0.0 0.0
0.22672200000000003 -1.636678 0.7 0.0 -0.0 0.0
0.23339 -1.636678 0.7 0.0 -0.0 0.0
0.24005800000000008 -1.636678 0.7 0.0 -0.0 0.0
0.24672600000000003 -1.636678 0.7 0.0 -0.0 0.0
0.25339399999999995 -1.636678 0.7 0.0 -0.0 0.0
0.260064 -1.636678 0.7 0.0 -0.0 0.0
0.2667320000000001 -1.636678 0.7 0.0 -0.0 0.0
0.27340000000000003 -1.636678 0.7 0.0 -0.0 0.0
0.280068 -1.636678 0.7 0.0 -0.0 0.0
0.2867360000000001 -1.636678 0.7 0.0 -0.0 0.0
0.293404 -1.636678 0.7 0.0 -0.0 0.0
0.30007199999999995 -1.636678 0.7 0.0 -0.0 0.0
0.30674000000000007 -1.636678 0.7 0.0 -0.0 0.0
0.31341 -1.636678 0.7 0.0 -0.0 0.0
0.32007800000000003 -1.636678 0.7 0.0 -0.0 0.0
0.32674600000000004 -1.636678 0.7 0.0 -0.0 0.0
0.3334140000000001 -1.636678 0.7 0.0 -0.0 0.0
0.340082 -1.636678 0.7 0.0 -0.0 0.0
0.34675000000000006 -1.636678 0.7 0.0 -0.0 0.0
0.35341800000000007 -1.636678 0.7 0.0 -0.0 0.0
0.360088 -1.636678 0.7 0.0 -0.0 0.0
0.366756 -1.636678 0.7 0.0 -0.0 0.0
0.37342400000000003 -1.636678 0.7 0.0 -0.0 0.0
0.3800920000000001 -1.636678 0.7 0.0 -0.0 0.0
0.38676 -1.636678 0.7 0.0 -0.0 0.0
0.39342800000000006 -1.636678 0.7 0.0 -0.0 0.0
0.40009600000000006 -1.636678 0.7 0.0 -0.0 0.0
0.406766 -1.636678 0.7 0.0 -0.0 0.0
0.413434 -1.636678 0.7 0.0 -0.0 0.0
0.42010200000000003 -1.636678 0.7 0.0 -0.0 0.0
0.4267700000000001 -1.636678 0.7 0.0 -0.0 0.0
0.433438 -1.636678 0.7 0.0 -0.0 0.0
0.44010600000000005 -1.636678 0.7 0.0 -0.0 0.0
0.44677400000000006 -1.636678 0.7 0.0 -0.0 0.0
0.45344400000000007 -1.636678 0.7 0.0 -0.0 0.0
0.460112 -1.636678 0.7 0.0 -0.0 0.0
0.46678000000000003 -1.636678 0.7 0.0 -0.0 0.0
0.4734480000000001 -1.636678 0.7 0.0 -0.0 0.0
0.480116 -1.636678 0.7 0.0 -0.0 0.0
0.48678400000000005 -1.636678 0.7 0.0 -0.0 0.0
0.49345200000000006 -1.636678 0.7 0.0 -0.0 0.0
0.50012 -1.636678 0.7 0.0 -0.0 0.0
0.5067900000000001 -1.636678 0.7 0.0 -0.0 0.0
0.5134580000000001 -1.636678 0.7 0.0 -0.0 0.0
0.5201260000000001 -1.636678 0.7 0.0 -0.0 0.0
0.526794 -1.636678 0.7 0.0 -0.0 0.0
0.533462 -1.636678 0.7 0.0 -0.0 0.0
0.54013 -1.636678 0.7 0.0 -0.0 0.0
0.5467980000000001 -1.636678 0.7 0.0 -0.0 0.0
0.5534680000000001 -1.636678 0.7 0.0 -0.0 0.0
0.5601360000000001 -1.636678 0.7 0.0 -0.0 0.0
0.5668040000000001 -1.636678 0.7 0.0 -0.0 0.0
0.573472 -1.636678 0.7 0.0 -0.0 0.0
0.58014 -1.636678 0.7 0.0 -0.0 0.0
0.586808 -1.636678 0.7 0.0 -0.0 0.0
0.5934760000000001 -1.636678 0.7 0.0 -0.0 0.0
0.6001460000000001 -1.636678 0.7 0.0 -0.0 0.0
0.6068140000000001 -1.636678 0.7 0.0 -0.0 0.0
0.6134820000000001 -1.636678 0.7 0.0 -0.0 0.0
0.62015 -1.636678 0.7 0.0 -0.0 0.0
0.626818 -1.636678 0.7 0.0 -0.0 0.0
0.633486 -1.636678 0.7 0.0 -0.0 0.0
0.640154 -1.636678 0.7 0.0 -0.0 0.0
0.6468240000000001 -1.636678 0.7 0.0 -0.0 0.0
0.653492 -1.636678 0.7 0.0 -0.0 0.0
0.6601600000000001 -1.636678 0.7 0.0 -0.0 0.0
0.666828 -1.636678 0.7 0.0 -0.0 0.0
0.6734960000000001 -1.636678 0.7 0.0 -0.0 0.0
0.680164 -1.636678 0.7 0.0 -0.0 0.0
0.686832 -1.636678 0.7 0.0 -0.0 0.0
0.6935000000000001 -1.636678 0.7 0.0 -0.0 0.0
0.70017 -1.636678 0.7 0.0 -0.0 0.0
0.7068380000000001 -1.636678 0.7 0.0 -0.0 0.0
0.713506 -1.636678 0.7 0.0 -0.0 0.0
0.7201740000000001 -1.636678 0.7 0.0 -0.0 0.0
0.726842 -1.636678 0.7 0.0 -0.0 0.0
0.73351 -1.636678 0.7 0.0 -0.0 0.0
0.7401780000000001 -1.636678 0.7 0.0 -0.0 0.0
0.746848 -1.636678 0.7 0.0 -0.0 0.0
0.7535154 -1.636678 0.7 0.0 -0.0 0.0
0.7601838000000001 -1.636678 0.7 0.0 -0.0 0.0
0.7668520000000001 -1.636678 0.7 0.0 -0.0 0.0
